transaction_id,customer_id,merchant_id,amount,timestamp,status,payment_method,bank,device_type,failure_code,failure_reason
TXN500_0195,CUST_18,MERCH_4,17977.82,2026-08-24T15:30:54.605201Z,SUCCESS,CARD,HDFC,MOBILE,,
TXN500_0196,CUST_50,MERCH_6,12423.45,2026-08-24T15:45:54.605201Z,SUCCESS,CARD,HDFC,DESKTOP,,
TXN500_0197,CUST_3,MERCH_10,12545.64,2026-08-24T16:00:54.605201Z,SUCCESS,WALLET,SBI,DESKTOP,,
TXN500_0198,CUST_19,MERCH_1,28408.32,2026-08-24T16:15:54.605201Z,FAILED,CARD,HDFC,DESKTOP,TIMEOUT,Timeout
TXN500_0199,CUST_3,MERCH_4,4965.48,2026-08-24T16:30:54.605201Z,FAILED,UPI,AXIS,MOBILE,TIMEOUT,Timeout
TXN500_0200,CUST_5,MERCH_7,33762.95,2026-08-24T16:45:54.605201Z,SUCCESS,WALLET,HDFC,DESKTOP,,
TXN500_0201,CUST_1,MERCH_5,46851.87,2026-08-24T17:00:54.605201Z,SUCCESS,CARD,SBI,DESKTOP,,
TXN500_0202,CUST_30,MERCH_10,47799.91,2026-08-24T17:15:54.605201Z,SUCCESS,CARD,SBI,MOBILE,,
TXN500_0203,CUST_10,MERCH_2,24082.75,2026-08-24T17:30:54.605201Z,SUCCESS,CARD,SBI,MOBILE,,
TXN500_0204,CUST_38,MERCH_8,5008.58,2026-08-24T17:45:54.605201Z,SUCCESS,NETBANKING,HDFC,MOBILE,,
TXN500_0205,CUST_50,MERCH_2,31199.16,2026-08-24T18:00:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0206,CUST_21,MERCH_4,3844.54,2026-08-24T18:15:54.605201Z,SUCCESS,WALLET,HDFC,DESKTOP,,
TXN500_0207,CUST_21,MERCH_9,22871.93,2026-08-24T18:30:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0208,CUST_26,MERCH_1,2596.34,2026-08-24T18:45:54.605201Z,SUCCESS,WALLET,HDFC,MOBILE,,
TXN500_0209,CUST_43,MERCH_8,17611.22,2026-08-24T19:00:54.605201Z,FAILED,NETBANKING,AXIS,MOBILE,TIMEOUT,Timeout
TXN500_0210,CUST_21,MERCH_3,13445.25,2026-08-24T19:15:54.605201Z,SUCCESS,CARD,SBI,DESKTOP,,
TXN500_0211,CUST_22,MERCH_10,6904.97,2026-08-24T19:30:54.605201Z,FAILED,CARD,AXIS,DESKTOP,TIMEOUT,Timeout
TXN500_0212,CUST_46,MERCH_10,21537.91,2026-08-24T19:45:54.605201Z,SUCCESS,UPI,ICICI,DESKTOP,,
TXN500_0213,CUST_5,MERCH_3,20225.48,2026-08-24T20:00:54.605201Z,FAILED,NETBANKING,ICICI,DESKTOP,TIMEOUT,Timeout
TXN500_0214,CUST_18,MERCH_2,23713.89,2026-08-24T20:15:54.605201Z,SUCCESS,CARD,HDFC,DESKTOP,,
TXN500_0215,CUST_22,MERCH_9,5784.81,2026-08-24T20:30:54.605201Z,FAILED,CARD,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0216,CUST_29,MERCH_9,1269.68,2026-08-24T20:45:54.605201Z,SUCCESS,WALLET,ICICI,DESKTOP,,
TXN500_0217,CUST_44,MERCH_9,1888.89,2026-08-24T21:00:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0218,CUST_32,MERCH_7,2337.08,2026-08-24T21:15:54.605201Z,SUCCESS,CARD,SBI,DESKTOP,,
TXN500_0219,CUST_33,MERCH_6,39858.59,2026-08-24T21:30:54.605201Z,SUCCESS,NETBANKING,HDFC,MOBILE,,
TXN500_0220,CUST_33,MERCH_3,3957.68,2026-08-24T21:45:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0221,CUST_37,MERCH_6,5722.46,2026-08-24T22:00:54.605201Z,SUCCESS,CARD,HDFC,DESKTOP,,
TXN500_0222,CUST_22,MERCH_9,37875.67,2026-08-24T22:15:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0223,CUST_38,MERCH_9,3823.59,2026-08-24T22:30:54.605201Z,SUCCESS,WALLET,ICICI,DESKTOP,,
TXN500_0224,CUST_1,MERCH_10,10361.23,2026-08-24T22:45:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0225,CUST_14,MERCH_5,29788.25,2026-08-24T23:00:54.605201Z,SUCCESS,CARD,HDFC,MOBILE,,
TXN500_0226,CUST_39,MERCH_10,22358.32,2026-08-24T23:15:54.605201Z,SUCCESS,WALLET,ICICI,MOBILE,,
TXN500_0227,CUST_33,MERCH_6,16588.94,2026-08-24T23:30:54.605201Z,SUCCESS,UPI,SBI,DESKTOP,,
TXN500_0228,CUST_25,MERCH_8,28201.42,2026-08-24T23:45:54.605201Z,SUCCESS,WALLET,SBI,DESKTOP,,
TXN500_0229,CUST_30,MERCH_5,2421.6,2026-08-25T00:00:54.605201Z,FAILED,UPI,ICICI,MOBILE,TIMEOUT,Timeout
TXN500_0230,CUST_22,MERCH_10,42739.87,2026-08-25T00:15:54.605201Z,SUCCESS,WALLET,SBI,DESKTOP,,
TXN500_0231,CUST_19,MERCH_4,28629.75,2026-08-25T00:30:54.605201Z,SUCCESS,NETBANKING,AXIS,MOBILE,,
TXN500_0232,CUST_47,MERCH_4,30370.93,2026-08-25T00:45:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0233,CUST_13,MERCH_7,37805.63,2026-08-25T01:00:54.605201Z,SUCCESS,NETBANKING,HDFC,DESKTOP,,
TXN500_0234,CUST_10,MERCH_2,39735.03,2026-08-25T01:15:54.605201Z,SUCCESS,NETBANKING,HDFC,DESKTOP,,
TXN500_0235,CUST_48,MERCH_3,49652.98,2026-08-25T01:30:54.605201Z,FAILED,CARD,HDFC,MOBILE,TIMEOUT,Timeout
TXN500_0236,CUST_40,MERCH_9,22878.35,2026-08-25T01:45:54.605201Z,SUCCESS,CARD,AXIS,MOBILE,,
TXN500_0237,CUST_10,MERCH_1,28107.24,2026-08-25T02:00:54.605201Z,FAILED,UPI,AXIS,DESKTOP,TIMEOUT,Timeout
TXN500_0238,CUST_25,MERCH_10,32844.39,2026-08-25T02:15:54.605201Z,SUCCESS,CARD,HDFC,DESKTOP,,
TXN500_0239,CUST_48,MERCH_2,12392.24,2026-08-25T02:30:54.605201Z,FAILED,WALLET,SBI,MOBILE,TIMEOUT,Timeout
TXN500_0240,CUST_10,MERCH_10,27274.31,2026-08-25T02:45:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0241,CUST_23,MERCH_2,13433.96,2026-08-25T03:00:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0242,CUST_1,MERCH_2,16548.24,2026-08-25T03:15:54.605201Z,SUCCESS,CARD,ICICI,DESKTOP,,
TXN500_0243,CUST_17,MERCH_7,47352.15,2026-08-25T03:30:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0244,CUST_7,MERCH_7,3266.58,2026-08-25T03:45:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0245,CUST_22,MERCH_10,17811.36,2026-08-25T04:00:54.605201Z,SUCCESS,NETBANKING,ICICI,MOBILE,,
TXN500_0246,CUST_15,MERCH_3,4237.89,2026-08-25T04:15:54.605201Z,SUCCESS,WALLET,AXIS,DESKTOP,,
TXN500_0247,CUST_26,MERCH_5,22370.69,2026-08-25T04:30:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0248,CUST_4,MERCH_2,23343.49,2026-08-25T04:45:54.605201Z,SUCCESS,WALLET,HDFC,MOBILE,,
TXN500_0249,CUST_31,MERCH_9,45361.01,2026-08-25T05:00:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0250,CUST_49,MERCH_9,38103.99,2026-08-25T05:15:54.605201Z,SUCCESS,UPI,HDFC,DESKTOP,,
TXN500_0251,CUST_46,MERCH_8,30333.42,2026-08-25T05:30:54.605201Z,FAILED,WALLET,HDFC,DESKTOP,TIMEOUT,Timeout
TXN500_0252,CUST_2,MERCH_2,15032.58,2026-08-25T05:45:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0253,CUST_8,MERCH_4,13157.35,2026-08-25T06:00:54.605201Z,SUCCESS,UPI,ICICI,DESKTOP,,
TXN500_0254,CUST_15,MERCH_10,48865.47,2026-08-25T06:15:54.605201Z,SUCCESS,WALLET,SBI,MOBILE,,
TXN500_0255,CUST_24,MERCH_4,49037.05,2026-08-25T06:30:54.605201Z,SUCCESS,UPI,HDFC,DESKTOP,,
TXN500_0256,CUST_33,MERCH_7,6830.01,2026-08-25T06:45:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0257,CUST_41,MERCH_5,8219.05,2026-08-25T07:00:54.605201Z,FAILED,CARD,HDFC,MOBILE,TIMEOUT,Timeout
TXN500_0258,CUST_3,MERCH_1,34931.32,2026-08-25T07:15:54.605201Z,FAILED,NETBANKING,HDFC,DESKTOP,TIMEOUT,Timeout
TXN500_0259,CUST_26,MERCH_3,43428.55,2026-08-25T07:30:54.605201Z,FAILED,UPI,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0260,CUST_21,MERCH_2,31210.56,2026-08-25T07:45:54.605201Z,FAILED,NETBANKING,AXIS,DESKTOP,TIMEOUT,Timeout
TXN500_0261,CUST_6,MERCH_9,3782.11,2026-08-25T08:00:54.605201Z,SUCCESS,CARD,ICICI,DESKTOP,,
TXN500_0262,CUST_28,MERCH_3,31850.92,2026-08-25T08:15:54.605201Z,SUCCESS,CARD,ICICI,DESKTOP,,
TXN500_0263,CUST_22,MERCH_6,2498.87,2026-08-25T08:30:54.605201Z,SUCCESS,UPI,ICICI,DESKTOP,,
TXN500_0264,CUST_38,MERCH_4,21760.6,2026-08-25T08:45:54.605201Z,SUCCESS,WALLET,SBI,MOBILE,,
TXN500_0265,CUST_30,MERCH_10,22938.51,2026-08-25T09:00:54.605201Z,SUCCESS,UPI,SBI,DESKTOP,,
TXN500_0266,CUST_15,MERCH_9,26332.35,2026-08-25T09:15:54.605201Z,SUCCESS,CARD,AXIS,DESKTOP,,
TXN500_0267,CUST_13,MERCH_7,27075.85,2026-08-25T09:30:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0268,CUST_20,MERCH_6,36481.99,2026-08-25T09:45:54.605201Z,SUCCESS,CARD,AXIS,DESKTOP,,
TXN500_0269,CUST_33,MERCH_5,8256.46,2026-08-25T10:00:54.605201Z,SUCCESS,UPI,ICICI,DESKTOP,,
TXN500_0270,CUST_41,MERCH_1,16285.68,2026-08-25T10:15:54.605201Z,SUCCESS,CARD,AXIS,MOBILE,,
TXN500_0271,CUST_44,MERCH_7,9765.14,2026-08-25T10:30:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0272,CUST_44,MERCH_8,19533.64,2026-08-25T10:45:54.605201Z,SUCCESS,WALLET,HDFC,MOBILE,,
TXN500_0273,CUST_36,MERCH_10,47206.86,2026-08-25T11:00:54.605201Z,SUCCESS,UPI,SBI,MOBILE,,
TXN500_0274,CUST_2,MERCH_5,12077.7,2026-08-25T11:15:54.605201Z,SUCCESS,CARD,HDFC,MOBILE,,
TXN500_0275,CUST_48,MERCH_8,13919.82,2026-08-25T11:30:54.605201Z,FAILED,NETBANKING,SBI,MOBILE,TIMEOUT,Timeout
TXN500_0276,CUST_11,MERCH_6,13360.19,2026-08-25T11:45:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0277,CUST_5,MERCH_3,1350.94,2026-08-25T12:00:54.605201Z,SUCCESS,CARD,AXIS,MOBILE,,
TXN500_0278,CUST_18,MERCH_3,15482.66,2026-08-25T12:15:54.605201Z,SUCCESS,NETBANKING,ICICI,MOBILE,,
TXN500_0279,CUST_34,MERCH_10,42215.31,2026-08-25T12:30:54.605201Z,SUCCESS,NETBANKING,SBI,MOBILE,,
TXN500_0280,CUST_14,MERCH_5,40399.62,2026-08-25T12:45:54.605201Z,FAILED,CARD,ICICI,MOBILE,TIMEOUT,Timeout
TXN500_0281,CUST_10,MERCH_5,29191.29,2026-08-25T13:00:54.605201Z,FAILED,CARD,SBI,MOBILE,TIMEOUT,Timeout
TXN500_0282,CUST_46,MERCH_4,48850.61,2026-08-25T13:15:54.605201Z,SUCCESS,CARD,ICICI,MOBILE,,
TXN500_0283,CUST_17,MERCH_7,6383.76,2026-08-25T13:30:54.605201Z,FAILED,NETBANKING,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0284,CUST_9,MERCH_2,21443.09,2026-08-25T13:45:54.605201Z,SUCCESS,CARD,ICICI,MOBILE,,
TXN500_0285,CUST_46,MERCH_3,9207.98,2026-08-25T14:00:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0286,CUST_4,MERCH_1,47047.85,2026-08-25T14:15:54.605201Z,SUCCESS,WALLET,SBI,MOBILE,,
TXN500_0287,CUST_23,MERCH_10,32518.15,2026-08-25T14:30:54.605201Z,FAILED,UPI,ICICI,MOBILE,TIMEOUT,Timeout
TXN500_0288,CUST_29,MERCH_10,16063.26,2026-08-25T14:45:54.605201Z,SUCCESS,UPI,ICICI,DESKTOP,,
TXN500_0289,CUST_36,MERCH_9,43816.91,2026-08-25T15:00:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0290,CUST_30,MERCH_8,48205.73,2026-08-25T15:15:54.605201Z,SUCCESS,WALLET,ICICI,DESKTOP,,
TXN500_0291,CUST_33,MERCH_9,29941.56,2026-08-25T15:30:54.605201Z,SUCCESS,WALLET,HDFC,MOBILE,,
TXN500_0292,CUST_42,MERCH_5,49003.82,2026-08-25T15:45:54.605201Z,SUCCESS,UPI,SBI,DESKTOP,,
TXN500_0293,CUST_27,MERCH_6,3612.47,2026-08-25T16:00:54.605201Z,SUCCESS,CARD,ICICI,MOBILE,,
TXN500_0294,CUST_32,MERCH_1,22126.59,2026-08-25T16:15:54.605201Z,SUCCESS,WALLET,SBI,MOBILE,,
TXN500_0295,CUST_42,MERCH_1,13068.27,2026-08-25T16:30:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0296,CUST_41,MERCH_5,38425.94,2026-08-25T16:45:54.605201Z,FAILED,WALLET,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0297,CUST_19,MERCH_6,44641.64,2026-08-25T17:00:54.605201Z,FAILED,UPI,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0298,CUST_49,MERCH_5,2995.09,2026-08-25T17:15:54.605201Z,SUCCESS,UPI,SBI,MOBILE,,
TXN500_0299,CUST_39,MERCH_10,6517.06,2026-08-25T17:30:54.605201Z,SUCCESS,WALLET,HDFC,DESKTOP,,
TXN500_0300,CUST_39,MERCH_1,42011.86,2026-08-25T17:45:54.605201Z,SUCCESS,CARD,ICICI,DESKTOP,,
TXN500_0301,CUST_19,MERCH_3,6525.52,2026-08-25T18:00:54.605201Z,SUCCESS,UPI,HDFC,DESKTOP,,
TXN500_0302,CUST_4,MERCH_10,9772.16,2026-08-25T18:15:54.605201Z,SUCCESS,WALLET,ICICI,MOBILE,,
TXN500_0303,CUST_38,MERCH_9,9515.82,2026-08-25T18:30:54.605201Z,SUCCESS,CARD,HDFC,MOBILE,,
TXN500_0304,CUST_23,MERCH_1,19676.54,2026-08-25T18:45:54.605201Z,SUCCESS,CARD,HDFC,DESKTOP,,
TXN500_0305,CUST_17,MERCH_5,47949.48,2026-08-25T19:00:54.605201Z,SUCCESS,NETBANKING,AXIS,MOBILE,,
TXN500_0306,CUST_44,MERCH_5,28564.0,2026-08-25T19:15:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0307,CUST_3,MERCH_9,44615.2,2026-08-25T19:30:54.605201Z,SUCCESS,CARD,AXIS,DESKTOP,,
TXN500_0308,CUST_24,MERCH_7,15673.54,2026-08-25T19:45:54.605201Z,SUCCESS,NETBANKING,ICICI,MOBILE,,
TXN500_0309,CUST_15,MERCH_4,21749.96,2026-08-25T20:00:54.605201Z,SUCCESS,CARD,AXIS,MOBILE,,
TXN500_0310,CUST_20,MERCH_5,22465.74,2026-08-25T20:15:54.605201Z,SUCCESS,UPI,AXIS,MOBILE,,
TXN500_0311,CUST_12,MERCH_10,19500.37,2026-08-25T20:30:54.605201Z,SUCCESS,CARD,SBI,MOBILE,,
TXN500_0312,CUST_9,MERCH_1,1508.21,2026-08-25T20:45:54.605201Z,SUCCESS,NETBANKING,HDFC,MOBILE,,
TXN500_0313,CUST_26,MERCH_9,498.33,2026-08-25T21:00:54.605201Z,SUCCESS,NETBANKING,HDFC,DESKTOP,,
TXN500_0314,CUST_2,MERCH_3,19227.84,2026-08-25T21:15:54.605201Z,SUCCESS,CARD,ICICI,MOBILE,,
TXN500_0315,CUST_4,MERCH_5,21304.89,2026-08-25T21:30:54.605201Z,SUCCESS,UPI,SBI,DESKTOP,,
TXN500_0316,CUST_24,MERCH_6,48276.27,2026-08-25T21:45:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0317,CUST_5,MERCH_2,41708.04,2026-08-25T22:00:54.605201Z,FAILED,CARD,HDFC,MOBILE,TIMEOUT,Timeout
TXN500_0318,CUST_34,MERCH_8,6553.06,2026-08-25T22:15:54.605201Z,SUCCESS,UPI,SBI,DESKTOP,,
TXN500_0319,CUST_26,MERCH_2,41935.49,2026-08-25T22:30:54.605201Z,FAILED,NETBANKING,AXIS,DESKTOP,TIMEOUT,Timeout
TXN500_0320,CUST_31,MERCH_10,15478.66,2026-08-25T22:45:54.605201Z,SUCCESS,CARD,AXIS,DESKTOP,,
TXN500_0321,CUST_30,MERCH_4,15759.03,2026-08-25T23:00:54.605201Z,SUCCESS,CARD,ICICI,MOBILE,,
TXN500_0322,CUST_20,MERCH_10,44936.7,2026-08-25T23:15:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0323,CUST_24,MERCH_1,4511.42,2026-08-25T23:30:54.605201Z,SUCCESS,NETBANKING,AXIS,DESKTOP,,
TXN500_0324,CUST_5,MERCH_1,44124.57,2026-08-25T23:45:54.605201Z,SUCCESS,CARD,AXIS,DESKTOP,,
TXN500_0325,CUST_30,MERCH_3,42055.07,2026-08-26T00:00:54.605201Z,SUCCESS,UPI,ICICI,MOBILE,,
TXN500_0326,CUST_10,MERCH_2,33655.56,2026-08-26T00:15:54.605201Z,SUCCESS,CARD,AXIS,DESKTOP,,
TXN500_0327,CUST_43,MERCH_8,16908.44,2026-08-26T00:30:54.605201Z,FAILED,WALLET,AXIS,DESKTOP,TIMEOUT,Timeout
TXN500_0328,CUST_46,MERCH_6,36976.0,2026-08-26T00:45:54.605201Z,SUCCESS,WALLET,HDFC,MOBILE,,
TXN500_0329,CUST_46,MERCH_9,20705.19,2026-08-26T01:00:54.605201Z,SUCCESS,CARD,HDFC,DESKTOP,,
TXN500_0330,CUST_44,MERCH_9,9754.84,2026-08-26T01:15:54.605201Z,SUCCESS,CARD,ICICI,DESKTOP,,
TXN500_0331,CUST_49,MERCH_9,41456.0,2026-08-26T01:30:54.605201Z,SUCCESS,CARD,AXIS,DESKTOP,,
TXN500_0332,CUST_37,MERCH_6,27563.94,2026-08-26T01:45:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0333,CUST_38,MERCH_8,27923.76,2026-08-26T02:00:54.605201Z,SUCCESS,NETBANKING,AXIS,MOBILE,,
TXN500_0334,CUST_10,MERCH_5,17962.44,2026-08-26T02:15:54.605201Z,SUCCESS,NETBANKING,AXIS,MOBILE,,
TXN500_0335,CUST_24,MERCH_7,35544.19,2026-08-26T02:30:54.605201Z,FAILED,CARD,AXIS,DESKTOP,TIMEOUT,Timeout
TXN500_0336,CUST_7,MERCH_9,11286.41,2026-08-26T02:45:54.605201Z,FAILED,WALLET,ICICI,DESKTOP,TIMEOUT,Timeout
TXN500_0337,CUST_2,MERCH_9,34532.61,2026-08-26T03:00:54.605201Z,SUCCESS,NETBANKING,HDFC,DESKTOP,,
TXN500_0338,CUST_7,MERCH_3,47349.12,2026-08-26T03:15:54.605201Z,SUCCESS,UPI,HDFC,DESKTOP,,
TXN500_0339,CUST_16,MERCH_4,20663.74,2026-08-26T03:30:54.605201Z,SUCCESS,WALLET,HDFC,MOBILE,,
TXN500_0340,CUST_21,MERCH_10,28124.86,2026-08-26T03:45:54.605201Z,SUCCESS,UPI,SBI,MOBILE,,
TXN500_0341,CUST_46,MERCH_4,33826.09,2026-08-26T04:00:54.605201Z,SUCCESS,NETBANKING,HDFC,MOBILE,,
TXN500_0342,CUST_48,MERCH_3,8469.84,2026-08-26T04:15:54.605201Z,SUCCESS,UPI,SBI,MOBILE,,
TXN500_0343,CUST_16,MERCH_7,17083.32,2026-08-26T04:30:54.605201Z,SUCCESS,NETBANKING,ICICI,MOBILE,,
TXN500_0344,CUST_21,MERCH_5,41380.9,2026-08-26T04:45:54.605201Z,SUCCESS,UPI,ICICI,MOBILE,,
TXN500_0345,CUST_39,MERCH_1,24203.61,2026-08-26T05:00:54.605201Z,SUCCESS,WALLET,ICICI,MOBILE,,
TXN500_0346,CUST_44,MERCH_4,37522.61,2026-08-26T05:15:54.605201Z,FAILED,UPI,HDFC,MOBILE,TIMEOUT,Timeout
TXN500_0347,CUST_2,MERCH_6,8158.63,2026-08-26T05:30:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0348,CUST_2,MERCH_9,13407.87,2026-08-26T05:45:54.605201Z,SUCCESS,CARD,AXIS,DESKTOP,,
TXN500_0349,CUST_27,MERCH_6,48249.82,2026-08-26T06:00:54.605201Z,FAILED,UPI,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0350,CUST_45,MERCH_8,20914.36,2026-08-26T06:15:54.605201Z,SUCCESS,WALLET,SBI,MOBILE,,
TXN500_0351,CUST_24,MERCH_1,12510.49,2026-08-26T06:30:54.605201Z,SUCCESS,UPI,ICICI,MOBILE,,
TXN500_0352,CUST_10,MERCH_3,21176.58,2026-08-26T06:45:54.605201Z,SUCCESS,UPI,AXIS,DESKTOP,,
TXN500_0353,CUST_26,MERCH_5,39203.61,2026-08-26T07:00:54.605201Z,SUCCESS,UPI,SBI,MOBILE,,
TXN500_0354,CUST_43,MERCH_9,5549.92,2026-08-26T07:15:54.605201Z,SUCCESS,WALLET,HDFC,DESKTOP,,
TXN500_0355,CUST_9,MERCH_10,4160.07,2026-08-26T07:30:54.605201Z,SUCCESS,WALLET,ICICI,MOBILE,,
TXN500_0356,CUST_48,MERCH_10,4310.03,2026-08-26T07:45:54.605201Z,SUCCESS,WALLET,AXIS,DESKTOP,,
TXN500_0357,CUST_48,MERCH_7,46050.58,2026-08-26T08:00:54.605201Z,SUCCESS,CARD,ICICI,MOBILE,,
TXN500_0358,CUST_32,MERCH_3,42569.69,2026-08-26T08:15:54.605201Z,SUCCESS,CARD,HDFC,DESKTOP,,
TXN500_0359,CUST_14,MERCH_5,37684.53,2026-08-26T08:30:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0360,CUST_42,MERCH_3,471.43,2026-08-26T08:45:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0361,CUST_24,MERCH_3,19994.31,2026-08-26T09:00:54.605201Z,FAILED,CARD,AXIS,DESKTOP,TIMEOUT,Timeout
TXN500_0362,CUST_26,MERCH_9,43187.04,2026-08-26T09:15:54.605201Z,FAILED,CARD,HDFC,DESKTOP,TIMEOUT,Timeout
TXN500_0363,CUST_13,MERCH_9,47930.81,2026-08-26T09:30:54.605201Z,SUCCESS,WALLET,HDFC,DESKTOP,,
TXN500_0364,CUST_13,MERCH_4,130.49,2026-08-26T09:45:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0365,CUST_12,MERCH_10,21029.48,2026-08-26T10:00:54.605201Z,FAILED,NETBANKING,ICICI,MOBILE,TIMEOUT,Timeout
TXN500_0366,CUST_45,MERCH_3,37801.32,2026-08-26T10:15:54.605201Z,SUCCESS,WALLET,HDFC,DESKTOP,,
TXN500_0367,CUST_13,MERCH_2,828.86,2026-08-26T10:30:54.605201Z,SUCCESS,CARD,SBI,MOBILE,,
TXN500_0368,CUST_37,MERCH_1,15442.43,2026-08-26T10:45:54.605201Z,SUCCESS,NETBANKING,SBI,MOBILE,,
TXN500_0369,CUST_44,MERCH_7,47839.47,2026-08-26T11:00:54.605201Z,FAILED,NETBANKING,ICICI,DESKTOP,TIMEOUT,Timeout
TXN500_0370,CUST_28,MERCH_10,46708.6,2026-08-26T11:15:54.605201Z,SUCCESS,CARD,HDFC,MOBILE,,
TXN500_0371,CUST_28,MERCH_10,3073.12,2026-08-26T11:30:54.605201Z,FAILED,NETBANKING,HDFC,MOBILE,TIMEOUT,Timeout
TXN500_0372,CUST_39,MERCH_9,10461.7,2026-08-26T11:45:54.605201Z,SUCCESS,UPI,ICICI,DESKTOP,,
TXN500_0373,CUST_5,MERCH_1,7988.42,2026-08-26T12:00:54.605201Z,SUCCESS,WALLET,SBI,DESKTOP,,
TXN500_0374,CUST_35,MERCH_7,26850.37,2026-08-26T12:15:54.605201Z,FAILED,CARD,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0375,CUST_22,MERCH_10,6044.4,2026-08-26T12:30:54.605201Z,SUCCESS,NETBANKING,HDFC,MOBILE,,
TXN500_0376,CUST_32,MERCH_9,28454.07,2026-08-26T12:45:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0377,CUST_2,MERCH_3,46716.92,2026-08-26T13:00:54.605201Z,SUCCESS,CARD,ICICI,MOBILE,,
TXN500_0378,CUST_10,MERCH_8,42379.36,2026-08-26T13:15:54.605201Z,FAILED,WALLET,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0379,CUST_24,MERCH_10,9272.32,2026-08-26T13:30:54.605201Z,SUCCESS,WALLET,AXIS,DESKTOP,,
TXN500_0380,CUST_17,MERCH_4,16678.44,2026-08-26T13:45:54.605201Z,FAILED,CARD,SBI,MOBILE,TIMEOUT,Timeout
TXN500_0381,CUST_19,MERCH_8,47733.84,2026-08-26T14:00:54.605201Z,SUCCESS,CARD,SBI,MOBILE,,
TXN500_0382,CUST_28,MERCH_3,33806.13,2026-08-26T14:15:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0383,CUST_46,MERCH_9,34480.47,2026-08-26T14:30:54.605201Z,FAILED,UPI,ICICI,MOBILE,TIMEOUT,Timeout
TXN500_0384,CUST_45,MERCH_1,25982.83,2026-08-26T14:45:54.605201Z,SUCCESS,UPI,AXIS,MOBILE,,
TXN500_0385,CUST_23,MERCH_8,7105.11,2026-08-26T15:00:54.605201Z,SUCCESS,CARD,AXIS,DESKTOP,,
TXN500_0386,CUST_46,MERCH_7,37818.69,2026-08-26T15:15:54.605201Z,FAILED,CARD,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0387,CUST_17,MERCH_9,3812.69,2026-08-26T15:30:54.605201Z,SUCCESS,WALLET,ICICI,DESKTOP,,
TXN500_0388,CUST_27,MERCH_7,44354.85,2026-08-26T15:45:54.605201Z,SUCCESS,UPI,ICICI,MOBILE,,
TXN500_0389,CUST_21,MERCH_4,48331.48,2026-08-26T16:00:54.605201Z,FAILED,WALLET,HDFC,MOBILE,TIMEOUT,Timeout
TXN500_0390,CUST_16,MERCH_9,1143.94,2026-08-26T16:15:54.605201Z,SUCCESS,NETBANKING,AXIS,MOBILE,,
